Match #,Date,Player 1,Points Won,Player 2,Points Won,Rounds,Winner,P1 ID,P1 KScore,P1 Old,P1 Change,P1 New,P2 ID,P2 KScore,P2 Old,P2 Change,P2 New
1275,4/9/2017,Tom Johnston 1087,4,Cathy Kuepfer 1107,4,4.00,TIE,1087,20,1543.22,-1.90,1541.32,1107,40,1476.24,3.81,1480.05
1276,4/9/2017,Tom Johnston 1087,4,Clare Kuepfer 1102,4,4.00,TIE,1087,20,1541.32,-0.29,1541.03,1102,20,1531.25,0.29,1531.54
1277,4/9/2017,Tom Johnston 1087,4,Jo-Ann Carter 1104,4,4.00,TIE,1087,20,1541.03,-3.52,1537.51,1104,40,1413.36,7.04,1420.40
1278,4/9/2017,Tom Johnston 1087,7,Peter Carter 1105,1,4.00,P1,1087,20,1537.51,2.66,1540.17,1105,20,1353.83,-2.66,1351.17
1279,4/9/2017,Tom Johnston 1087,4,Lloyd Wiseman 1077,4,4.00,TIE,1087,20,1540.17,-2.63,1537.54,1077,20,1446.63,2.63,1449.26
1280,4/9/2017,Tom Johnston 1087,8,Rob Mader 1067,0,4.00,P1,1087,20,1537.54,9.69,1547.23,1067,20,1526.90,-9.69,1517.21
1281,4/9/2017,Dwayne Campbell 1115,2,Nathan Walsh 1060,6,4.00,P2,1115,40,1547.05,-4.59,1542.46,1060,20,1643.38,2.30,1645.68
1282,4/9/2017,Dwayne Campbell 1115,4,Andrew Hutchinson 1113,4,4.00,TIE,1115,40,1542.46,2.64,1545.10,1113,40,1588.57,-2.64,1585.93
1283,4/9/2017,Dwayne Campbell 1115,6,Alex Protas 1117,2,4.00,P1,1115,40,1545.10,5.59,1550.69,1117,40,1467.18,-5.59,1461.59
1284,4/9/2017,Dwayne Campbell 1115,4,Bob Jones 1090,4,4.00,TIE,1115,40,1550.69,-6.44,1544.25,1090,20,1434.65,3.22,1437.87
1285,4/9/2017,Dwayne Campbell 1115,2,Matt Brown 1081,6,4.00,P2,1115,40,1544.25,-9.08,1535.17,1081,20,1560.18,4.54,1564.72
1286,4/9/2017,Dwayne Campbell 1115,4,Louis Gauthier 1080,4,4.00,TIE,1115,40,1535.17,0.40,1535.57,1080,20,1542.04,-0.20,1541.84
1287,4/9/2017,Dwayne Campbell 1115,4,Wayne Schroeder 1242,4,4.00,TIE,1115,40,1535.57,-1.70,1533.87,1242,40,1505.96,1.70,1507.66
1288,4/9/2017,Dwayne Campbell 1115,8,John Quaiser 1098,0,4.00,P1,1115,40,1533.87,9.94,1543.81,1098,20,1341.59,-4.97,1336.62
1289,4/9/2017,Dwayne Campbell 1115,8,Clare Kuepfer 1102,0,4.00,P1,1115,40,1543.81,19.29,1563.10,1102,20,1531.54,-9.65,1521.89
1290,4/9/2017,Dwayne Campbell 1115,6,Cathy Kuepfer 1107,2,4.00,P1,1115,40,1563.10,5.31,1568.41,1107,40,1480.05,-5.31,1474.74
1291,4/9/2017,Dwayne Campbell 1115,8,Peter Carter 1105,0,4.00,P1,1115,40,1568.41,8.90,1577.31,1105,20,1351.17,-4.45,1346.72
1292,4/9/2017,Dwayne Campbell 1115,8,Jo-Ann Carter 1104,0,4.00,P1,1115,40,1577.31,11.54,1588.85,1104,40,1420.40,-11.54,1408.86
1293,4/9/2017,Dwayne Campbell 1115,7,Rob Mader 1067,1,4.00,P1,1115,40,1588.85,10.93,1599.78,1067,20,1517.21,-5.47,1511.74
1294,4/9/2017,Dwayne Campbell 1115,2,Lloyd Wiseman 1077,6,4.00,P2,1115,40,1599.78,-18.16,1581.62,1077,20,1449.26,9.08,1458.34
1295,4/9/2017,Dwayne Campbell 1115,4,Dave Brown 1092,4,4.00,TIE,1115,40,1581.62,-8.43,1573.19,1092,20,1425.42,4.22,1429.64
1296,4/9/2017,Dwayne Campbell 1115,8,Peter Tarle 1091,0,4.00,P1,1115,40,1573.19,14.67,1587.86,1091,20,1478.39,-7.34,1471.05
1297,4/9/2017,Christina Campbell 1116,6,Andrew Hutchinson 1113,2,4.00,P1,1116,40,1539.47,12.66,1552.13,1113,40,1585.93,-12.66,1573.27
1298,4/9/2017,Christina Campbell 1116,2,Nathan Walsh 1060,6,4.00,P2,1116,40,1552.13,-4.74,1547.39,1060,20,1645.68,2.37,1648.05
1299,4/9/2017,Christina Campbell 1116,7,Bob Jones 1090,1,4.00,P1,1116,40,1547.39,8.90,1556.29,1090,20,1437.87,-4.45,1433.42
1300,4/9/2017,Christina Campbell 1116,4,Alex Protas 1117,4,4.00,TIE,1116,40,1556.29,-5.32,1550.97,1117,40,1461.59,5.32,1466.91
1301,4/9/2017,Christina Campbell 1116,1,Louis Gauthier 1080,7,4.00,P2,1116,40,1550.97,-15.53,1535.44,1080,20,1541.84,7.76,1549.60
1302,4/9/2017,Christina Campbell 1116,5,Matt Brown 1081,3,4.00,P1,1116,40,1535.44,6.68,1542.12,1081,20,1564.72,-3.34,1561.38
1303,4/9/2017,Christina Campbell 1116,2,John Quaiser 1098,6,4.00,P2,1116,40,1542.12,-20.62,1521.50,1098,20,1336.62,10.31,1346.93
1304,4/9/2017,Christina Campbell 1116,4,Wayne Schroeder 1242,4,4.00,TIE,1116,40,1521.50,-0.80,1520.70,1242,40,1507.66,0.80,1508.46
1305,4/9/2017,Christina Campbell 1116,4,Cathy Kuepfer 1107,4,4.00,TIE,1116,40,1520.70,-2.63,1518.07,1107,40,1474.74,2.63,1477.37
1306,4/9/2017,Christina Campbell 1116,8,Clare Kuepfer 1102,0,4.00,P1,1116,40,1518.07,20.22,1538.29,1102,20,1521.89,-10.11,1511.78
1307,4/9/2017,Christina Campbell 1116,8,Jo-Ann Carter 1104,0,4.00,P1,1116,40,1538.29,12.88,1551.17,1104,40,1408.86,-12.88,1395.98
1308,4/9/2017,Christina Campbell 1116,8,Peter Carter 1105,0,4.00,P1,1116,40,1551.17,9.42,1560.59,1105,20,1346.72,-4.71,1342.01
1309,4/9/2017,Christina Campbell 1116,6,Lloyd Wiseman 1077,2,4.00,P1,1116,40,1560.59,4.28,1564.87,1077,20,1458.34,-2.14,1456.20
1310,4/9/2017,Christina Campbell 1116,0,Rob Mader 1067,8,4.00,P2,1116,40,1564.87,-23.03,1541.84,1067,20,1511.74,11.52,1523.26
1311,4/9/2017,Christina Campbell 1116,4,Peter Tarle 1091,4,4.00,TIE,1116,40,1541.84,-4.02,1537.82,1091,20,1471.05,2.01,1473.06
1312,4/9/2017,Christina Campbell 1116,6,Dave Brown 1092,2,4.00,P1,1116,40,1537.82,3.97,1541.79,1092,20,1429.64,-1.98,1427.66
1313,4/9/2017,Justin Slater 1071,4,Matt Brown 1081,4,4.00,TIE,1071,20,1670.50,-3.04,1667.46,1081,20,1561.38,3.04,1564.42
1314,4/9/2017,Justin Slater 1071,5,Louis Gauthier 1080,3,4.00,P1,1071,20,1667.46,-0.77,1666.69,1080,20,1549.60,0.77,1550.37
1315,4/9/2017,Justin Slater 1071,8,Wayne Schroeder 1242,0,4.00,P1,1071,20,1666.69,5.74,1672.43,1242,20,1508.46,-5.74,1502.72
1316,4/9/2017,Justin Slater 1071,6,John Quaiser 1098,2,4.00,P1,1071,20,1672.43,-2.34,1670.09,1098,20,1346.93,2.34,1349.27
1317,4/9/2017,Justin Slater 1071,7,Clare Kuepfer 1102,1,4.00,P1,1071,20,1670.09,3.23,1673.32,1102,20,1511.78,-3.23,1508.55
1318,4/9/2017,Justin Slater 1071,8,Cathy Kuepfer 1107,0,4.00,P1,1071,20,1673.32,4.89,1678.21,1107,40,1477.37,-9.78,1467.59
1319,4/9/2017,Justin Slater 1071,6,Peter Carter 1105,2,4.00,P1,1071,20,1678.21,-2.48,1675.73,1105,20,1342.01,2.48,1344.49
1320,4/9/2017,Justin Slater 1071,8,Jo-Ann Carter 1104,0,4.00,P1,1071,20,1675.73,3.33,1679.06,1104,40,1395.98,-6.66,1389.32
1321,4/9/2017,Justin Slater 1071,6,Rob Mader 1067,2,4.00,P1,1071,20,1679.06,0.79,1679.85,1067,20,1523.26,-0.79,1522.47
1322,4/9/2017,Justin Slater 1071,8,Lloyd Wiseman 1077,0,4.00,P1,1071,20,1679.85,4.33,1684.18,1077,20,1456.20,-4.33,1451.87
1323,4/9/2017,Justin Slater 1071,8,Dave Brown 1092,0,4.00,P1,1071,20,1684.18,3.72,1687.90,1092,20,1427.66,-3.72,1423.94
1324,4/9/2017,Justin Slater 1071,5,Peter Tarle 1091,3,4.00,P1,1071,20,1687.90,-3.00,1684.90,1091,20,1473.06,3.00,1476.06
1325,4/9/2017,Justin Slater 1071,4,Alex Protas 1117,4,4.00,TIE,1071,20,1684.90,-5.56,1679.34,1117,40,1466.91,11.13,1478.04
1326,4/9/2017,Justin Slater 1071,8,Bob Jones 1090,0,4.00,P1,1071,20,1679.34,3.91,1683.25,1090,20,1433.42,-3.91,1429.51
1327,4/9/2017,Justin Slater 1071,4,Nathan Walsh 1060,4,4.00,TIE,1071,20,1683.25,-1.01,1682.24,1060,20,1648.05,1.01,1649.06
1328,4/9/2017,Justin Slater 1071,4,Andrew Hutchinson 1113,4,4.00,TIE,1071,20,1682.24,-3.04,1679.20,1113,20,1573.27,3.04,1576.31
1329,4/9/2017,Ron Reesor 1096,4,Louis Gauthier 1080,4,4.00,TIE,1096,40,1510.86,2.26,1513.12,1080,20,1550.37,-1.13,1549.24
1330,4/9/2017,Ron Reesor 1096,3,Matt Brown 1081,5,4.00,P2,1096,40,1513.12,-2.07,1511.05,1081,20,1564.42,1.03,1565.45
1331,4/9/2017,Ron Reesor 1096,6,John Quaiser 1098,2,4.00,P1,1096,20,1511.05,0.65,1511.70,1098,20,1349.27,-0.65,1348.62
1332,4/9/2017,Ron Reesor 1096,2,Wayne Schroeder 1242,6,4.00,P2,1096,20,1511.70,-5.26,1506.44,1242,20,1502.72,5.26,1507.98
1333,4/9/2017,Ron Reesor 1096,6,Cathy Kuepfer 1107,2,4.00,P1,1096,20,1506.44,3.89,1510.33,1107,40,1467.59,-7.77,1459.82
1334,4/9/2017,Ron Reesor 1096,2,Clare Kuepfer 1102,6,4.00,P2,1096,20,1510.33,-5.05,1505.28,1102,20,1508.55,5.05,1513.60
1335,4/9/2017,Ron Reesor 1096,4,Jo-Ann Carter 1104,4,4.00,TIE,1096,20,1505.28,-3.22,1502.06,1104,40,1389.32,6.44,1395.76
1336,4/9/2017,Ron Reesor 1096,6,Peter Carter 1105,2,4.00,P1,1096,20,1502.06,0.75,1502.81,1105,20,1344.49,-0.75,1343.74
1337,4/9/2017,Ron Reesor 1096,1,Lloyd Wiseman 1077,7,4.00,P2,1096,20,1502.81,-8.96,1493.85,1077,20,1451.87,8.96,1460.83
1338,4/9/2017,Ron Reesor 1096,2,Rob Mader 1067,6,4.00,P2,1096,20,1493.85,-4.18,1489.67,1067,20,1522.47,4.18,1526.65
1339,4/9/2017,Ron Reesor 1096,4,Peter Tarle 1091,4,4.00,TIE,1096,20,1489.67,-0.39,1489.28,1091,20,1476.06,0.39,1476.45
1340,4/9/2017,Ron Reesor 1096,3,Dave Brown 1092,5,4.00,P2,1096,20,1489.28,-4.36,1484.92,1092,20,1423.94,4.36,1428.30
1341,4/9/2017,Ron Reesor 1096,4,Bob Jones 1090,4,4.00,TIE,1096,20,1484.92,-1.58,1483.34,1090,20,1429.51,1.58,1431.09
1342,4/9/2017,Ron Reesor 1096,2,Alex Protas 1117,6,4.00,P2,1096,20,1483.34,-5.15,1478.19,1117,40,1478.04,10.31,1488.35
1343,4/9/2017,Ron Reesor 1096,2,Andrew Hutchinson 1113,6,4.00,P2,1096,20,1478.19,-2.25,1475.94,1113,20,1576.31,2.25,1578.56
1344,4/9/2017,Ron Reesor 1096,4,Nathan Walsh 1060,4,4.00,TIE,1096,20,1475.94,4.61,1480.55,1060,20,1649.06,-4.61,1644.45
1345,4/9/2017,Clare Kuepfer 1102,2,Rob Mader 1067,6,4.00,P2,1102,20,1513.60,-4.62,1508.98,1067,20,1526.65,4.62,1531.27
1346,4/9/2017,Clare Kuepfer 1102,3,Lloyd Wiseman 1077,5,4.00,P2,1102,20,1508.98,-3.88,1505.10,1077,20,1460.83,3.88,1464.71
1347,4/9/2017,Clare Kuepfer 1102,8,Dave Brown 1092,0,4.00,P1,1102,20,1505.10,7.82,1512.92,1092,20,1428.30,-7.82,1420.48
1348,4/9/2017,Clare Kuepfer 1102,7,Peter Tarle 1091,1,4.00,P1,1102,20,1512.92,6.45,1519.37,1091,20,1476.45,-6.45,1470.00
1349,4/9/2017,Clare Kuepfer 1102,4,Nathan Walsh 1060,4,4.00,TIE,1102,20,1519.37,3.45,1522.82,1060,20,1644.45,-3.45,1641.00
1350,4/9/2017,Clare Kuepfer 1102,2,Andrew Hutchinson 1113,6,4.00,P2,1102,20,1522.82,-3.41,1519.41,1113,20,1578.56,3.41,1581.97
1351,4/9/2017,Clare Kuepfer 1102,1,Matt Brown 1081,7,4.00,P2,1102,20,1519.41,-6.18,1513.23,1081,20,1565.45,6.18,1571.63
1352,4/9/2017,Clare Kuepfer 1102,4,Louis Gauthier 1080,4,4.00,TIE,1102,20,1513.23,1.03,1514.26,1080,20,1549.24,-1.03,1548.21
1353,4/9/2017,Clare Kuepfer 1102,8,Wayne Schroeder 1242,0,4.00,P1,1102,20,1514.26,9.82,1524.08,1242,20,1507.98,-9.82,1498.16
1354,4/9/2017,Clare Kuepfer 1102,3,John Quaiser 1098,5,4.00,P2,1102,20,1524.08,-7.16,1516.92,1098,20,1348.62,7.16,1355.78
1355,4/9/2017,Clare Kuepfer 1102,8,Alex Protas 1117,0,4.00,P1,1102,20,1516.92,9.18,1526.10,1117,40,1488.35,-18.36,1469.99
1356,4/9/2017,Clare Kuepfer 1102,6,Bob Jones 1090,2,4.00,P1,1102,20,1526.10,2.33,1528.43,1090,20,1431.09,-2.33,1428.76
1357,4/9/2017,Cathy Kuepfer 1107,2,Lloyd Wiseman 1077,6,4.00,P2,1107,40,1459.82,-9.72,1450.10,1077,20,1464.71,4.86,1469.57
1358,4/9/2017,Cathy Kuepfer 1107,2,Rob Mader 1067,6,4.00,P2,1107,20,1450.10,-2.71,1447.39,1067,20,1531.27,2.71,1533.98
1359,4/9/2017,Cathy Kuepfer 1107,2,Peter Tarle 1091,6,4.00,P2,1107,20,1447.39,-4.35,1443.04,1091,20,1470.00,4.35,1474.35
1360,4/9/2017,Cathy Kuepfer 1107,6,Dave Brown 1092,2,4.00,P1,1107,20,1443.04,4.35,1447.39,1092,20,1420.48,-4.35,1416.13
1361,4/9/2017,Cathy Kuepfer 1107,2,Andrew Hutchinson 1113,6,4.00,P2,1107,20,1447.39,-1.31,1446.08,1113,20,1581.97,1.31,1583.28
1362,4/9/2017,Cathy Kuepfer 1107,0,Nathan Walsh 1060,8,4.00,P2,1107,20,1446.08,-4.91,1441.17,1060,20,1641.00,4.91,1645.91
1363,4/9/2017,Cathy Kuepfer 1107,5,Louis Gauthier 1080,3,4.00,P1,1107,20,1441.17,5.49,1446.66,1080,20,1548.21,-5.49,1542.72
1364,4/9/2017,Cathy Kuepfer 1107,3,Matt Brown 1081,5,4.00,P2,1107,20,1446.66,0.95,1447.61,1081,20,1571.63,-0.95,1570.68
1365,4/9/2017,Cathy Kuepfer 1107,5,John Quaiser 1098,3,4.00,P1,1107,20,1447.61,-0.08,1447.53,1098,20,1355.78,0.08,1355.86
1366,4/9/2017,Cathy Kuepfer 1107,2,Wayne Schroeder 1242,6,4.00,P2,1107,20,1447.53,-3.55,1443.98,1242,20,1498.16,3.55,1501.71
1367,4/9/2017,Cathy Kuepfer 1107,3,Bob Jones 1090,5,4.00,P2,1107,20,1443.98,-2.94,1441.04,1090,20,1428.76,2.94,1431.70
1368,4/9/2017,Cathy Kuepfer 1107,4,Alex Protas 1117,4,4.00,TIE,1107,20,1441.04,0.83,1441.87,1117,40,1469.99,-1.66,1468.33
1369,4/9/2017,Peter Carter 1105,4,Alex Protas 1117,4,4.00,TIE,1105,20,1343.74,3.44,1347.18,1117,40,1468.33,-6.88,1461.45
1370,4/9/2017,Peter Carter 1105,0,Bob Jones 1090,8,4.00,P2,1105,20,1347.18,-7.61,1339.57,1090,20,1431.70,7.61,1439.31
1371,4/9/2017,Peter Carter 1105,0,Rob Mader 1067,8,4.00,P2,1105,20,1339.57,-4.92,1334.65,1067,20,1533.98,4.92,1538.90
1372,4/9/2017,Peter Carter 1105,3,Lloyd Wiseman 1077,5,4.00,P2,1105,20,1334.65,1.20,1335.85,1077,20,1469.57,-1.20,1468.37
1373,4/9/2017,Peter Carter 1105,4,Dave Brown 1092,4,4.00,TIE,1105,20,1335.85,2.27,1338.12,1092,20,1416.13,-2.27,1413.86
1374,4/9/2017,Peter Carter 1105,0,Peter Tarle 1091,8,4.00,P2,1105,20,1338.12,-6.27,1331.85,1091,20,1474.35,6.27,1480.62
1375,4/9/2017,Peter Carter 1105,2,Nathan Walsh 1060,6,4.00,P2,1105,20,1331.85,2.18,1334.03,1060,20,1645.91,-2.18,1643.73
1376,4/9/2017,Peter Carter 1105,2,Andrew Hutchinson 1113,6,4.00,P2,1105,20,1334.03,1.15,1335.18,1113,20,1583.28,-1.15,1582.13
1377,4/9/2017,Peter Carter 1105,4,Matt Brown 1081,4,4.00,TIE,1105,20,1335.18,5.90,1341.08,1081,20,1570.68,-5.90,1564.78
1378,4/9/2017,Peter Carter 1105,2,Louis Gauthier 1080,6,4.00,P2,1105,20,1341.08,0.23,1341.31,1080,20,1542.72,-0.23,1542.49
1379,4/9/2017,Peter Carter 1105,2,Wayne Schroeder 1242,6,4.00,P2,1105,20,1341.31,-0.69,1340.62,1242,20,1501.71,0.69,1502.40
1380,4/9/2017,Peter Carter 1105,2,John Quaiser 1098,6,4.00,P2,1105,20,1340.62,-4.56,1336.06,1098,20,1355.86,4.56,1360.42
1381,4/9/2017,Jo-Ann Carter 1104,2,Bob Jones 1090,6,4.00,P2,1104,40,1395.76,-7.51,1388.25,1090,20,1439.31,3.75,1443.06
1382,4/9/2017,Jo-Ann Carter 1104,4,Alex Protas 1117,4,4.00,TIE,1104,20,1388.25,2.08,1390.33,1117,40,1461.45,-4.15,1457.30
1383,4/9/2017,Jo-Ann Carter 1104,4,Lloyd Wiseman 1077,4,4.00,TIE,1104,20,1390.33,2.21,1392.54,1077,20,1468.37,-2.21,1466.16
1384,4/9/2017,Jo-Ann Carter 1104,4,Rob Mader 1067,4,4.00,TIE,1104,20,1392.54,3.98,1396.52,1067,20,1538.90,-3.98,1534.92
1385,4/9/2017,Jo-Ann Carter 1104,8,Peter Tarle 1091,0,4.00,P1,1104,20,1396.52,12.37,1408.89,1091,20,1480.62,-12.37,1468.25
1386,4/9/2017,Jo-Ann Carter 1104,2,Dave Brown 1092,6,4.00,P2,1104,20,1408.89,-4.86,1404.03,1092,20,1413.86,4.86,1418.72
1387,4/9/2017,Jo-Ann Carter 1104,1,Andrew Hutchinson 1113,7,4.00,P2,1104,20,1404.03,-2.78,1401.25,1113,20,1582.13,2.78,1584.91
1388,4/9/2017,Jo-Ann Carter 1104,2,Nathan Walsh 1060,6,4.00,P2,1104,20,1401.25,1.03,1402.28,1060,20,1643.73,-1.03,1642.70
1389,4/9/2017,Jo-Ann Carter 1104,2,Louis Gauthier 1080,6,4.00,P2,1104,20,1402.28,-1.17,1401.11,1080,20,1542.49,1.17,1543.66
1390,4/9/2017,Jo-Ann Carter 1104,2,Matt Brown 1081,6,4.00,P2,1104,20,1401.11,-0.61,1400.50,1081,20,1564.78,0.61,1565.39
1391,4/9/2017,Jo-Ann Carter 1104,2,John Quaiser 1098,6,4.00,P2,1104,20,1400.50,-6.15,1394.35,1098,20,1360.42,6.15,1366.57
1392,4/9/2017,Jo-Ann Carter 1104,2,Wayne Schroeder 1242,6,4.00,P2,1104,20,1394.35,-1.99,1392.36,1242,20,1502.40,1.99,1504.39
1393,4/9/2017,Dave Brown 1092,4,Wayne Schroeder 1242,4,4.00,TIE,1092,20,1418.72,2.42,1421.14,1242,20,1504.39,-2.42,1501.97
1394,4/9/2017,Dave Brown 1092,6,John Quaiser 1098,2,4.00,P1,1092,20,1421.14,3.44,1424.58,1098,20,1366.57,-3.44,1363.13
1395,4/9/2017,Dave Brown 1092,2,Rob Mader 1067,6,4.00,P2,1092,20,1424.58,-1.93,1422.65,1067,20,1534.92,1.93,1536.85
1396,4/9/2017,Dave Brown 1092,1,Lloyd Wiseman 1077,7,4.00,P2,1092,20,1422.65,-6.25,1416.40,1077,20,1466.16,6.25,1472.41
1397,4/9/2017,Dave Brown 1092,5,Alex Protas 1117,3,4.00,P1,1092,20,1416.40,3.67,1420.07,1117,40,1457.30,-7.34,1449.96
1398,4/9/2017,Dave Brown 1092,2,Bob Jones 1090,6,4.00,P2,1092,20,1420.07,-4.34,1415.73,1090,20,1443.06,4.34,1447.40
1399,4/9/2017,Dave Brown 1092,0,Nathan Walsh 1060,8,4.00,P2,1092,20,1415.73,-4.26,1411.47,1060,20,1642.70,4.26,1646.96
1400,4/9/2017,Dave Brown 1092,6,Andrew Hutchinson 1113,2,4.00,P1,1092,20,1411.47,9.61,1421.08,1113,20,1584.91,-9.61,1575.30
1401,4/9/2017,Peter Tarle 1091,6,John Quaiser 1098,2,4.00,P1,1091,20,1468.25,2.06,1470.31,1098,20,1363.13,-2.06,1361.07
1402,4/9/2017,Peter Tarle 1091,6,Wayne Schroeder 1242,2,4.00,P1,1091,20,1470.31,5.91,1476.22,1242,20,1501.97,-5.91,1496.06
1403,4/9/2017,Peter Tarle 1091,1,Lloyd Wiseman 1077,7,4.00,P2,1091,20,1476.22,-7.61,1468.61,1077,20,1472.41,7.61,1480.02
1404,4/9/2017,Peter Tarle 1091,2,Rob Mader 1067,6,4.00,P2,1091,20,1468.61,-3.06,1465.55,1067,20,1536.85,3.06,1539.91
1405,4/9/2017,Peter Tarle 1091,2,Bob Jones 1090,6,4.00,P2,1091,20,1465.55,-5.52,1460.03,1090,20,1447.40,5.52,1452.92
1406,4/9/2017,Peter Tarle 1091,6,Alex Protas 1117,2,4.00,P1,1091,20,1460.03,4.71,1464.74,1117,40,1449.96,-9.42,1440.54
1407,4/9/2017,Peter Tarle 1091,0,Andrew Hutchinson 1113,8,4.00,P2,1091,20,1464.74,-6.92,1457.82,1113,20,1575.30,6.92,1582.22
1408,4/9/2017,Peter Tarle 1091,2,Nathan Walsh 1060,6,4.00,P2,1091,20,1457.82,-0.04,1457.78,1060,20,1646.96,0.04,1647.00
1409,4/9/2017,Matt Brown 1081,4,Nathan Walsh 1060,4,4.00,TIE,1081,20,1565.39,2.31,1567.70,1060,20,1647.00,-2.31,1644.69
1410,4/9/2017,Matt Brown 1081,1,Andrew Hutchinson 1113,7,4.00,P2,1081,20,1567.70,-7.08,1560.62,1113,20,1582.22,7.08,1589.30
1411,4/9/2017,Matt Brown 1081,6,Alex Protas 1117,2,4.00,P1,1081,20,1560.62,1.68,1562.30,1117,40,1440.54,-3.35,1437.19
1412,4/9/2017,Matt Brown 1081,4,Bob Jones 1090,4,4.00,TIE,1081,20,1562.30,-3.05,1559.25,1090,20,1452.92,3.05,1455.97
1413,4/9/2017,Matt Brown 1081,8,Wayne Schroeder 1242,0,4.00,P1,1081,20,1559.25,8.20,1567.45,1242,20,1496.06,-8.20,1487.86
1414,4/9/2017,Matt Brown 1081,6,John Quaiser 1098,2,4.00,P1,1081,20,1567.45,-0.33,1567.12,1098,20,1361.07,0.33,1361.40
1415,4/9/2017,Matt Brown 1081,8,Rob Mader 1067,0,4.00,P1,1081,20,1567.12,9.22,1576.34,1067,20,1539.91,-9.22,1530.69
1416,4/9/2017,Matt Brown 1081,4,Lloyd Wiseman 1077,4,4.00,TIE,1081,20,1576.34,-2.70,1573.64,1077,20,1480.02,2.70,1482.72
1417,4/9/2017,Louis Gauthier 1080,7,Andrew Hutchinson 1113,1,4.00,P1,1080,20,1543.66,8.81,1552.47,1113,20,1589.30,-8.81,1580.49
1418,4/9/2017,Louis Gauthier 1080,4,Nathan Walsh 1060,4,4.00,TIE,1080,20,1552.47,2.59,1555.06,1060,20,1644.69,-2.59,1642.10
1419,4/9/2017,Louis Gauthier 1080,2,Bob Jones 1090,6,4.00,P2,1080,20,1555.06,-7.78,1547.28,1090,20,1455.97,7.78,1463.75
1420,4/9/2017,Louis Gauthier 1080,4,Alex Protas 1117,4,4.00,TIE,1080,20,1547.28,-3.07,1544.21,1117,40,1437.19,6.13,1443.32
1421,4/9/2017,Louis Gauthier 1080,6,John Quaiser 1098,2,4.00,P1,1080,20,1544.21,0.18,1544.39,1098,20,1361.40,-0.18,1361.22
1422,4/9/2017,Louis Gauthier 1080,4,Wayne Schroeder 1242,4,4.00,TIE,1080,20,1544.39,-1.61,1542.78,1242,20,1487.86,1.61,1489.47
1423,4/9/2017,Louis Gauthier 1080,4,Lloyd Wiseman 1077,4,4.00,TIE,1080,20,1542.78,-1.71,1541.07,1077,20,1482.72,1.71,1484.43
1424,4/9/2017,Louis Gauthier 1080,2,Rob Mader 1067,6,4.00,P2,1080,20,1541.07,-5.30,1535.77,1067,20,1530.69,5.30,1535.99
1425,4/9/2017,Nathan Walsh 1060,6,Wayne Schroeder 1242,2,4.00,P1,1060,20,1642.10,0.87,1642.97,1242,20,1489.47,-0.87,1488.60
1426,4/9/2017,Nathan Walsh 1060,8,John Quaiser 1098,0,4.00,P1,1060,20,1642.97,3.30,1646.27,1098,20,1361.22,-3.30,1357.92
1427,4/9/2017,Nathan Walsh 1060,6,Rob Mader 1067,2,4.00,P1,1060,20,1646.27,1.93,1648.20,1067,20,1535.99,-1.93,1534.06
1428,4/9/2017,Nathan Walsh 1060,6,Lloyd Wiseman 1077,2,4.00,P1,1060,20,1648.20,0.61,1648.81,1077,20,1484.43,-0.61,1483.82
1429,4/9/2017,Andrew Hutchinson 1113,6,John Quaiser 1098,2,4.00,P1,1113,20,1580.49,-0.65,1579.84,1098,20,1357.92,0.65,1358.57
1430,4/9/2017,Andrew Hutchinson 1113,6,Wayne Schroeder 1242,2,4.00,P1,1113,20,1579.84,2.43,1582.27,1242,20,1488.60,-2.43,1486.17
1431,4/9/2017,Andrew Hutchinson 1113,2,Lloyd Wiseman 1077,6,4.00,P2,1113,20,1582.27,-7.76,1574.51,1077,20,1483.82,7.76,1491.58
1432,4/9/2017,Andrew Hutchinson 1113,3,Rob Mader 1067,5,4.00,P2,1113,20,1574.51,-3.66,1570.85,1067,20,1534.06,3.66,1537.72
1433,4/9/2017,Alex Protas 1117,6,Rob Mader 1067,2,4.00,P1,1117,40,1443.32,15.30,1458.62,1067,20,1537.72,-7.65,1530.07
1434,4/9/2017,Alex Protas 1117,2,Lloyd Wiseman 1077,6,4.00,P2,1117,40,1458.62,-8.11,1450.51,1077,20,1491.58,4.05,1495.63
1435,4/9/2017,Alex Protas 1117,2,Wayne Schroeder 1242,6,4.00,P2,1117,40,1450.51,-7.95,1442.56,1242,20,1486.17,3.98,1490.15
1436,4/9/2017,Alex Protas 1117,3,John Quaiser 1098,5,4.00,P2,1117,40,1442.56,-9.74,1432.82,1098,20,1358.57,4.87,1363.44
1437,4/9/2017,Bob Jones 1090,2,Lloyd Wiseman 1077,6,4.00,P2,1090,20,1463.75,-4.08,1459.67,1077,20,1495.63,4.08,1499.71
1438,4/9/2017,Bob Jones 1090,2,Rob Mader 1067,6,4.00,P2,1090,20,1459.67,-3.00,1456.67,1067,20,1530.07,3.00,1533.07
1439,4/9/2017,Bob Jones 1090,6,John Quaiser 1098,2,4.00,P1,1090,20,1456.67,2.38,1459.05,1098,20,1363.44,-2.38,1361.06
1440,4/9/2017,Bob Jones 1090,1,Wayne Schroeder 1242,7,4.00,P2,1090,20,1459.05,-6.61,1452.44,1242,20,1490.15,6.61,1496.76
