Match #,Date,Player 1,Points Won,Player 2,Points Won,Rounds,Winner,P1 ID,P1 KScore,P1 Old,P1 Change,P1 New,P2 ID,P2 KScore,P2 Old,P2 Change,P2 New
1441,5/6/2017,Amelia Hartman 1118,6,Allen Pengelly 1133,4,5.00,P1,1118,40,1500.00,5.00,1505.00,1133,40,1500.00,-5.00,1495.00
1442,5/6/2017,Amelia Hartman 1118,6,Allen Pengelly 1133,2,4.00,P1,1118,40,1505.00,9.42,1514.42,1133,40,1495.00,-9.42,1485.58
1443,5/6/2017,Cathy Kuepfer 1107,6,Reuben Jongsma 1083,2,4.00,P1,1107,20,1441.87,6.45,1448.32,1083,40,1492.47,-12.89,1479.58
1444,5/6/2017,Cathy Kuepfer 1107,6,Reuben Jongsma 1083,2,4.00,P1,1107,20,1448.32,5.90,1454.22,1083,40,1479.58,-11.79,1467.79
1445,5/6/2017,Roger Vaillancourt 1093,6,Jeremy Tracey 1114,4,5.00,P1,1093,40,1491.26,9.60,1500.86,1114,40,1555.90,-9.60,1546.30
1446,5/6/2017,Roger Vaillancourt 1093,6,Jeremy Tracey 1114,2,4.00,P1,1093,40,1500.86,12.60,1513.46,1114,40,1546.30,-12.60,1533.70
1447,5/6/2017,Justin Slater 1071,6,Jon Conrad 1069,2,4.00,P1,1071,20,1679.20,2.29,1681.49,1069,20,1582.75,-2.29,1580.46
1448,5/6/2017,Justin Slater 1071,6,Jon Conrad 1069,2,4.00,P1,1071,20,1681.49,2.17,1683.66,1069,20,1580.46,-2.17,1578.29
1449,5/6/2017,Nathan Walsh 1060,6,Fred Slater 1072,4,5.00,P1,1060,20,1648.81,-1.36,1647.45,1072,20,1537.82,1.36,1539.18
1450,5/6/2017,Nathan Walsh 1060,6,Fred Slater 1072,0,3.00,P1,1060,20,1647.45,5.24,1652.69,1072,20,1539.18,-5.24,1533.94
1451,5/6/2017,Justin Slater 1071,6,Nathan Walsh 1060,2,4.00,P1,1071,20,1683.66,4.11,1687.77,1060,20,1652.69,-4.11,1648.58
1452,5/6/2017,Justin Slater 1071,6,Nathan Walsh 1060,2,4.00,P1,1071,20,1687.77,3.88,1691.65,1060,20,1648.58,-3.88,1644.70
1453,5/6/2017,Nathan Walsh 1060,6,Jon Conrad 1069,2,4.00,P1,1060,20,1644.70,3.11,1647.81,1069,20,1578.29,-3.11,1575.18
1454,5/6/2017,Nathan Walsh 1060,2,Robert Bonnett 1075,6,4.00,P2,1060,20,1647.81,-7.98,1639.83,1075,40,1541.13,15.96,1557.09
1455,5/6/2017,Nathan Walsh 1060,4,Ray Beierling 1064,4,4.00,TIE,1060,20,1639.83,0.88,1640.71,1064,20,1670.52,-0.88,1669.64
1456,5/6/2017,Nathan Walsh 1060,6,Rex Johnston 1076,2,4.00,P1,1060,20,1640.71,3.10,1643.81,1076,20,1573.95,-3.10,1570.85
1457,5/6/2017,Nathan Walsh 1060,5,Raymond Kappes 1119,3,4.00,P1,1060,20,1643.81,-1.42,1642.39,1119,40,1500.00,2.84,1502.84
1458,5/6/2017,Nathan Walsh 1060,4,Andrew Hutchinson 1113,4,4.00,TIE,1060,20,1642.39,-2.03,1640.36,1113,20,1570.85,2.03,1572.88
1459,5/6/2017,Nathan Walsh 1060,6,Dwayne Campbell 1115,2,4.00,P1,1060,20,1640.36,3.50,1643.86,1115,40,1587.86,-7.00,1580.86
1460,5/6/2017,Nathan Walsh 1060,6,Justin Slater 1071,2,4.00,P1,1060,20,1643.86,6.37,1650.23,1071,20,1691.65,-6.37,1685.28
1461,5/6/2017,Nathan Walsh 1060,4,Fred Slater 1072,4,4.00,TIE,1060,20,1650.23,-3.23,1647.00,1072,20,1533.94,3.23,1537.17
1462,5/6/2017,Nathan Walsh 1060,3,Connor Reinman 1147,5,4.00,P2,1060,20,1647.00,-6.50,1640.50,1147,40,1500.00,12.99,1512.99
1463,5/6/2017,Nathan Walsh 1060,4,Jason Beierling 1063,4,4.00,TIE,1060,20,1640.50,-0.86,1639.64,1063,20,1610.61,0.86,1611.47
1464,5/6/2017,Jon Conrad 1069,5,Jason Beierling 1063,3,4.00,P1,1069,20,1575.18,3.54,1578.72,1063,20,1611.47,-3.54,1607.93
1465,5/6/2017,Jon Conrad 1069,5,Robert Bonnett 1075,4,4.50,P1,1069,20,1578.72,0.55,1579.27,1075,40,1557.09,-1.10,1555.99
1466,5/6/2017,Jon Conrad 1069,6,Ray Beierling 1064,2,4.00,P1,1069,20,1579.27,7.54,1586.81,1064,20,1669.64,-7.54,1662.10
1467,5/6/2017,Jon Conrad 1069,8,Rex Johnston 1076,0,4.00,P1,1069,20,1586.81,9.54,1596.35,1076,20,1570.85,-9.54,1561.31
1468,5/6/2017,Jon Conrad 1069,8,Raymond Kappes 1119,0,4.00,P1,1069,20,1596.35,7.37,1603.72,1119,40,1502.84,-14.74,1488.10
1469,5/6/2017,Jon Conrad 1069,1,Andrew Hutchinson 1113,7,4.00,P2,1069,20,1603.72,-8.39,1595.33,1113,20,1572.88,8.39,1581.27
1470,5/6/2017,Jon Conrad 1069,4,Dwayne Campbell 1115,4,4.00,TIE,1069,20,1595.33,-0.42,1594.91,1115,40,1580.86,0.83,1581.69
1471,5/6/2017,Jon Conrad 1069,5,Justin Slater 1071,3,4.00,P1,1069,20,1594.91,5.04,1599.95,1071,20,1685.28,-5.04,1680.24
1472,5/6/2017,Jon Conrad 1069,5,Fred Slater 1072,3,4.00,P1,1069,20,1599.95,0.71,1600.66,1072,20,1537.17,-0.71,1536.46
1473,5/6/2017,Jon Conrad 1069,5,Connor Reinman 1147,3,4.00,P1,1069,20,1600.66,0.03,1600.69,1147,40,1512.99,-0.06,1512.93
1474,5/6/2017,Robert Bonnett 1075,3,Connor Reinman 1147,5,4.00,P2,1075,40,1555.99,-7.47,1548.52,1147,40,1512.93,7.47,1520.40
1475,5/6/2017,Robert Bonnett 1075,2,Jason Beierling 1063,6,4.00,P2,1075,40,1548.52,-6.61,1541.91,1063,20,1607.93,3.31,1611.24
1476,5/6/2017,Robert Bonnett 1075,3,Ray Beierling 1064,5,4.00,P2,1075,20,1541.91,0.83,1542.74,1064,20,1662.10,-0.83,1661.27
1477,5/6/2017,Robert Bonnett 1075,8,Rex Johnston 1076,0,4.00,P1,1075,20,1542.74,10.53,1553.27,1076,20,1561.31,-10.53,1550.78
1478,5/6/2017,Robert Bonnett 1075,8,Raymond Kappes 1119,0,4.00,P1,1075,20,1553.27,8.15,1561.42,1119,40,1488.10,-16.29,1471.81
1479,5/6/2017,Robert Bonnett 1075,2,Andrew Hutchinson 1113,6,4.00,P2,1075,20,1561.42,-4.43,1556.99,1113,20,1581.27,4.43,1585.70
1480,5/6/2017,Robert Bonnett 1075,6,Dwayne Campbell 1115,2,4.00,P1,1075,20,1556.99,5.71,1562.70,1115,40,1581.69,-11.42,1570.27
1481,5/6/2017,Robert Bonnett 1075,2,Justin Slater 1071,6,4.00,P2,1075,20,1562.70,-1.74,1560.96,1071,20,1680.24,1.74,1681.98
1482,5/6/2017,Robert Bonnett 1075,0,Fred Slater 1072,8,4.00,P2,1075,20,1560.96,-10.70,1550.26,1072,20,1536.46,10.70,1547.16
1483,5/6/2017,Jason Beierling 1063,2,Andrew Hutchinson 1113,6,4.00,P2,1063,20,1611.24,-5.73,1605.51,1113,20,1585.70,5.73,1591.43
1484,5/6/2017,Jason Beierling 1063,4,Dwayne Campbell 1115,4,4.00,TIE,1063,20,1605.51,-1.01,1604.50,1115,40,1570.27,2.02,1572.29
1485,5/6/2017,Jason Beierling 1063,2,Justin Slater 1071,6,4.00,P2,1063,20,1604.50,-2.81,1601.69,1071,20,1681.98,2.81,1684.79
1486,5/6/2017,Jason Beierling 1063,4,Ray Beierling 1064,4,4.00,TIE,1063,20,1601.69,1.70,1603.39,1064,20,1661.27,-1.70,1659.57
1487,5/6/2017,Jason Beierling 1063,4,Fred Slater 1072,4,4.00,TIE,1063,20,1603.39,-1.60,1601.79,1072,20,1547.16,1.60,1548.76
1488,5/6/2017,Jason Beierling 1063,6,Rex Johnston 1076,2,4.00,P1,1063,20,1601.79,3.54,1605.33,1076,20,1550.78,-3.54,1547.24
1489,5/6/2017,Jason Beierling 1063,2,Connor Reinman 1147,6,4.00,P2,1063,20,1605.33,-7.40,1597.93,1147,40,1520.40,14.79,1535.19
1490,5/6/2017,Jason Beierling 1063,7,Raymond Kappes 1119,1,4.00,P1,1063,20,1597.93,4.02,1601.95,1119,40,1471.81,-8.04,1463.77
1491,5/6/2017,Rex Johnston 1076,4,Justin Slater 1071,4,4.00,TIE,1076,20,1547.24,3.76,1551.00,1071,20,1684.79,-3.76,1681.03
1492,5/6/2017,Rex Johnston 1076,4,Fred Slater 1072,4,4.00,TIE,1076,20,1551.00,-0.06,1550.94,1072,20,1548.76,0.06,1548.82
1493,5/6/2017,Rex Johnston 1076,2,Connor Reinman 1147,6,4.00,P2,1076,20,1550.94,-5.45,1545.49,1147,40,1535.19,10.91,1546.10
1494,5/6/2017,Rex Johnston 1076,5,Ray Beierling 1064,3,4.00,P1,1076,20,1545.49,5.67,1551.16,1064,20,1659.57,-5.67,1653.90
1495,5/6/2017,Rex Johnston 1076,6,Raymond Kappes 1119,2,4.00,P1,1076,20,1551.16,2.54,1553.70,1119,40,1463.77,-5.07,1458.70
1496,5/6/2017,Rex Johnston 1076,3,Andrew Hutchinson 1113,5,4.00,P2,1076,20,1553.70,-1.42,1552.28,1113,20,1591.43,1.42,1592.85
1497,5/6/2017,Rex Johnston 1076,4,Dwayne Campbell 1115,4,4.00,TIE,1076,20,1552.28,0.58,1552.86,1115,40,1572.29,-1.15,1571.14
1498,5/6/2017,Justin Slater 1071,4,Raymond Kappes 1119,4,4.00,TIE,1071,20,1681.03,-5.65,1675.38,1119,40,1458.70,11.30,1470.00
1499,5/6/2017,Justin Slater 1071,6,Andrew Hutchinson 1113,2,4.00,P1,1071,20,1675.38,2.67,1678.05,1113,20,1592.85,-2.67,1590.18
1500,5/6/2017,Justin Slater 1071,4,Dwayne Campbell 1115,4,4.00,TIE,1071,20,1678.05,-2.98,1675.07,1115,40,1571.14,5.97,1577.11
1501,5/6/2017,Justin Slater 1071,4,Fred Slater 1072,4,4.00,TIE,1071,20,1675.07,-3.48,1671.59,1072,20,1548.82,3.48,1552.30
1502,5/6/2017,Justin Slater 1071,6,Connor Reinman 1147,2,4.00,P1,1071,20,1671.59,1.54,1673.13,1147,40,1546.10,-3.07,1543.03
1503,5/6/2017,Justin Slater 1071,5,Ray Beierling 1064,3,4.00,P1,1071,20,1673.13,1.95,1675.08,1064,20,1653.90,-1.95,1651.95
1504,5/6/2017,Ray Beierling 1064,0,Fred Slater 1072,8,4.00,P2,1064,20,1651.95,-12.79,1639.16,1072,20,1552.30,12.79,1565.09
1505,5/6/2017,Ray Beierling 1064,6,Connor Reinman 1147,2,4.00,P1,1064,20,1639.16,2.30,1641.46,1147,40,1543.03,-4.60,1538.43
1506,5/6/2017,Ray Beierling 1064,2,Raymond Kappes 1119,6,4.00,P2,1064,20,1641.46,-9.57,1631.89,1119,40,1470.00,19.14,1489.14
1507,5/6/2017,Ray Beierling 1064,8,Andrew Hutchinson 1113,0,4.00,P1,1064,20,1631.89,8.81,1640.70,1113,20,1590.18,-8.81,1581.37
1508,5/6/2017,Ray Beierling 1064,7,Dwayne Campbell 1115,1,4.00,P1,1064,20,1640.70,5.69,1646.39,1115,20,1577.11,-5.69,1571.42
1509,5/6/2017,Raymond Kappes 1119,8,Dwayne Campbell 1115,0,4.00,P1,1119,40,1489.14,24.65,1513.79,1115,20,1571.42,-12.32,1559.10
1510,5/6/2017,Raymond Kappes 1119,5,Fred Slater 1072,3,4.00,P1,1119,40,1513.79,7.93,1521.72,1072,20,1565.09,-3.97,1561.12
1511,5/6/2017,Raymond Kappes 1119,6,Connor Reinman 1147,2,4.00,P1,1119,40,1521.72,10.96,1532.68,1147,40,1538.43,-10.96,1527.47
1512,5/6/2017,Raymond Kappes 1119,4,Andrew Hutchinson 1113,4,4.00,TIE,1119,40,1532.68,2.78,1535.46,1113,20,1581.37,-1.39,1579.98
1513,5/6/2017,Dwayne Campbell 1115,2,Andrew Hutchinson 1113,6,4.00,P2,1115,20,1559.10,-4.40,1554.70,1113,20,1579.98,4.40,1584.38
1514,5/6/2017,Dwayne Campbell 1115,2,Fred Slater 1072,6,4.00,P2,1115,20,1554.70,-4.82,1549.88,1072,20,1561.12,4.82,1565.94
1515,5/6/2017,Dwayne Campbell 1115,4,Connor Reinman 1147,4,4.00,TIE,1115,20,1549.88,-0.64,1549.24,1147,40,1527.47,1.29,1528.76
1516,5/6/2017,Fred Slater 1072,4,Andrew Hutchinson 1113,4,4.00,TIE,1072,20,1565.94,0.53,1566.47,1113,20,1584.38,-0.53,1583.85
1517,5/6/2017,Fred Slater 1072,5,Connor Reinman 1147,3,4.00,P1,1072,20,1566.47,1.42,1567.89,1147,40,1528.76,-2.84,1525.92
1518,5/6/2017,Andrew Hutchinson 1113,4,Connor Reinman 1147,4,4.00,TIE,1113,20,1583.85,-1.65,1582.20,1147,40,1525.92,3.30,1529.22
1519,5/6/2017,Jeremy Tracey 1114,8,Clare Kuepfer 1102,0,4.00,P1,1114,40,1533.70,19.70,1553.40,1102,20,1528.43,-9.85,1518.58
1520,5/6/2017,Jeremy Tracey 1114,8,Jo-Ann Carter 1104,0,4.00,P1,1114,40,1553.40,11.34,1564.74,1104,20,1392.36,-5.67,1386.69
1521,5/6/2017,Jeremy Tracey 1114,3,Roger Vaillancourt 1093,5,4.00,P2,1114,40,1564.74,-7.93,1556.81,1093,40,1513.46,7.93,1521.39
1522,5/6/2017,Jeremy Tracey 1114,7,Derek McKie 1121,1,4.00,P1,1114,40,1556.81,11.76,1568.57,1121,40,1500.00,-11.76,1488.24
1523,5/6/2017,Jeremy Tracey 1114,4,Bill Harris 1120,4,4.00,TIE,1114,20,1568.57,-1.95,1566.62,1120,40,1500.00,3.90,1503.90
1524,5/6/2017,Jeremy Tracey 1114,6,Beverly Vaillancourt 1101,2,4.00,P1,1114,20,1566.62,3.12,1569.74,1101,40,1500.40,-6.23,1494.17
1525,5/6/2017,Jeremy Tracey 1114,6,Brian Simpson 1103,2,4.00,P1,1114,20,1569.74,4.62,1574.36,1103,40,1556.43,-9.23,1547.20
1526,5/6/2017,Jeremy Tracey 1114,2,Eric Miltenburg 1062,6,4.00,P2,1114,20,1574.36,-6.71,1567.65,1062,20,1514.43,6.71,1521.14
1527,5/6/2017,Jeremy Tracey 1114,8,Abijah Jongsma 1135,0,4.00,P1,1114,20,1567.65,7.35,1575.00,1135,40,1473.32,-14.70,1458.62
1528,5/6/2017,Jeremy Tracey 1114,4,Christina Campbell 1116,4,4.00,TIE,1114,20,1575.00,-0.95,1574.05,1116,40,1541.79,1.91,1543.70
1529,5/6/2017,Roger Vaillancourt 1093,6,Derek McKie 1121,2,4.00,P1,1093,20,1521.39,4.05,1525.44,1121,40,1488.24,-8.10,1480.14
1530,5/6/2017,Roger Vaillancourt 1093,6,Bill Harris 1120,2,4.00,P1,1093,20,1525.44,4.38,1529.82,1120,40,1503.90,-8.76,1495.14
1531,5/6/2017,Roger Vaillancourt 1093,8,Beverly Vaillancourt 1101,0,4.00,P1,1093,20,1529.82,8.98,1538.80,1101,40,1494.17,-17.95,1476.22
1532,5/6/2017,Roger Vaillancourt 1093,4,Brian Simpson 1103,4,4.00,TIE,1093,20,1538.80,0.24,1539.04,1103,40,1547.20,-0.48,1546.72
1533,5/6/2017,Roger Vaillancourt 1093,5,Eric Miltenburg 1062,3,4.00,P1,1093,20,1539.04,1.99,1541.03,1062,20,1521.14,-1.99,1519.15
1534,5/6/2017,Roger Vaillancourt 1093,4,Abijah Jongsma 1135,4,4.00,TIE,1093,20,1541.03,-2.33,1538.70,1135,40,1458.62,4.66,1463.28
1535,5/6/2017,Roger Vaillancourt 1093,4,Christina Campbell 1116,4,4.00,TIE,1093,20,1538.70,0.14,1538.84,1116,40,1543.70,-0.29,1543.41
1536,5/6/2017,Roger Vaillancourt 1093,5,Clare Kuepfer 1102,3,4.00,P1,1093,20,1538.84,1.92,1540.76,1102,20,1518.58,-1.92,1516.66
1537,5/6/2017,Roger Vaillancourt 1093,8,Jo-Ann Carter 1104,0,4.00,P1,1093,20,1540.76,5.84,1546.60,1104,20,1386.69,-5.84,1380.85
1538,5/6/2017,Bill Harris 1120,2,Jo-Ann Carter 1104,6,4.00,P2,1120,40,1495.14,-16.35,1478.79,1104,20,1380.85,8.18,1389.03
1539,5/6/2017,Bill Harris 1120,6,Derek McKie 1121,2,4.00,P1,1120,40,1478.79,10.08,1488.87,1121,40,1480.14,-10.08,1470.06
1540,5/6/2017,Bill Harris 1120,2,Beverly Vaillancourt 1101,6,4.00,P2,1120,40,1488.87,-10.73,1478.14,1101,40,1476.22,10.73,1486.95
1541,5/6/2017,Bill Harris 1120,5,Brian Simpson 1103,3,4.00,P1,1120,40,1478.14,8.90,1487.04,1103,40,1546.72,-8.90,1537.82
1542,5/6/2017,Bill Harris 1120,6,Eric Miltenburg 1062,2,4.00,P1,1120,40,1487.04,11.84,1498.88,1062,20,1519.15,-5.92,1513.23
1543,5/6/2017,Bill Harris 1120,3,Abijah Jongsma 1135,5,4.00,P2,1120,40,1498.88,-7.04,1491.84,1135,40,1463.28,7.04,1470.32
1544,5/6/2017,Bill Harris 1120,6,Christina Campbell 1116,2,4.00,P1,1120,40,1491.84,12.95,1504.79,1116,40,1543.41,-12.95,1530.46
1545,5/6/2017,Bill Harris 1120,2,Clare Kuepfer 1102,6,4.00,P2,1120,40,1504.79,-9.32,1495.47,1102,20,1516.66,4.66,1521.32
1546,5/6/2017,Clare Kuepfer 1102,6,Beverly Vaillancourt 1101,2,4.00,P1,1102,20,1521.32,4.01,1525.33,1101,40,1486.95,-8.03,1478.92
1547,5/6/2017,Clare Kuepfer 1102,3,Brian Simpson 1103,5,4.00,P2,1102,20,1525.33,-2.14,1523.19,1103,40,1537.82,4.28,1542.10
1548,5/6/2017,Clare Kuepfer 1102,2,Eric Miltenburg 1062,6,4.00,P2,1102,20,1523.19,-5.29,1517.90,1062,20,1513.23,5.29,1518.52
1549,5/6/2017,Clare Kuepfer 1102,6,Abijah Jongsma 1135,2,4.00,P1,1102,20,1517.90,3.64,1521.54,1135,40,1470.32,-7.28,1463.04
1550,5/6/2017,Clare Kuepfer 1102,3,Christina Campbell 1116,5,4.00,P2,1102,20,1521.54,-2.24,1519.30,1116,40,1530.46,4.49,1534.95
1551,5/6/2017,Clare Kuepfer 1102,6,Jo-Ann Carter 1104,2,4.00,P1,1102,20,1519.30,1.42,1520.72,1104,20,1389.03,-1.42,1387.61
1552,5/6/2017,Clare Kuepfer 1102,2,Derek McKie 1121,6,4.00,P2,1102,20,1520.72,-6.45,1514.27,1121,40,1470.06,12.90,1482.96
1553,5/6/2017,Beverly Vaillancourt 1101,6,Christina Campbell 1116,2,4.00,P1,1101,40,1478.92,13.20,1492.12,1116,40,1534.95,-13.20,1521.75
1554,5/6/2017,Beverly Vaillancourt 1101,6,Jo-Ann Carter 1104,2,4.00,P1,1101,40,1492.12,4.16,1496.28,1104,20,1387.61,-2.08,1385.53
1555,5/6/2017,Beverly Vaillancourt 1101,6,Derek McKie 1121,2,4.00,P1,1101,40,1496.28,9.23,1505.51,1121,40,1482.96,-9.23,1473.73
1556,5/6/2017,Beverly Vaillancourt 1101,0,Brian Simpson 1103,8,4.00,P2,1101,40,1505.51,-17.90,1487.61,1103,40,1542.10,17.90,1560.00
1557,5/6/2017,Beverly Vaillancourt 1101,3,Eric Miltenburg 1062,5,4.00,P2,1101,40,1487.61,-3.23,1484.38,1062,20,1518.52,1.61,1520.13
1558,5/6/2017,Beverly Vaillancourt 1101,4,Abijah Jongsma 1135,4,4.00,TIE,1101,40,1484.38,-1.23,1483.15,1135,40,1463.04,1.23,1464.27
1559,5/6/2017,Christina Campbell 1116,2,Brian Simpson 1103,6,4.00,P2,1116,40,1521.75,-7.81,1513.94,1103,40,1560.00,7.81,1567.81
1560,5/6/2017,Christina Campbell 1116,2,Eric Miltenburg 1062,6,4.00,P2,1116,20,1513.94,-4.82,1509.12,1062,20,1520.13,4.82,1524.95
1561,5/6/2017,Christina Campbell 1116,0,Abijah Jongsma 1135,8,4.00,P2,1116,20,1509.12,-11.28,1497.84,1135,40,1464.27,22.57,1486.84
1562,5/6/2017,Christina Campbell 1116,4,Jo-Ann Carter 1104,4,4.00,TIE,1116,20,1497.84,-3.12,1494.72,1104,20,1385.53,3.12,1388.65
1563,5/6/2017,Christina Campbell 1116,6,Derek McKie 1121,2,4.00,P1,1116,20,1494.72,4.40,1499.12,1121,40,1473.73,-8.79,1464.94
1564,5/6/2017,Jo-Ann Carter 1104,0,Brian Simpson 1103,8,4.00,P2,1104,20,1388.65,-5.26,1383.39,1103,40,1567.81,10.51,1578.32
1565,5/6/2017,Jo-Ann Carter 1104,1,Eric Miltenburg 1062,7,4.00,P2,1104,20,1383.39,-3.64,1379.75,1062,20,1524.95,3.64,1528.59
1566,5/6/2017,Jo-Ann Carter 1104,4,Abijah Jongsma 1135,4,4.00,TIE,1104,20,1379.75,2.99,1382.74,1135,40,1486.84,-5.98,1480.86
1567,5/6/2017,Jo-Ann Carter 1104,6,Derek McKie 1121,2,4.00,P1,1104,20,1382.74,7.32,1390.06,1121,40,1464.94,-14.65,1450.29
1568,5/6/2017,Derek McKie 1121,2,Brian Simpson 1103,6,4.00,P2,1121,40,1450.29,-2.95,1447.34,1103,40,1578.32,2.95,1581.27
1569,5/6/2017,Derek McKie 1121,4,Eric Miltenburg 1062,4,4.00,TIE,1121,40,1447.34,4.59,1451.93,1062,20,1528.59,-2.30,1526.29
1570,5/6/2017,Derek McKie 1121,2,Abijah Jongsma 1135,6,4.00,P2,1121,40,1451.93,-8.34,1443.59,1135,40,1480.86,8.34,1489.20
1571,5/6/2017,Eric Miltenburg 1062,4,Abijah Jongsma 1135,4,4.00,TIE,1062,20,1526.29,-1.06,1525.23,1135,40,1489.20,2.13,1491.33
1572,5/6/2017,Eric Miltenburg 1062,2,Brian Simpson 1103,6,4.00,P2,1062,20,1525.23,-3.40,1521.83,1103,40,1581.27,6.80,1588.07
1573,5/6/2017,Brian Simpson 1103,3,Abijah Jongsma 1135,5,4.00,P2,1103,40,1588.07,-10.43,1577.64,1135,40,1491.33,10.43,1501.76
1574,5/6/2017,Gloria Walsh 1109,0,Reuben Jongsma 1083,8,4.00,P2,1109,40,1366.91,-14.35,1352.56,1083,40,1467.79,14.35,1482.14
1575,5/6/2017,Gloria Walsh 1109,1,Cathy Kuepfer 1107,7,4.00,P2,1109,40,1352.56,-9.31,1343.25,1107,20,1454.22,4.65,1458.87
1576,5/6/2017,Gloria Walsh 1109,4,Howard Martin 1078,4,4.00,TIE,1109,40,1343.25,4.53,1347.78,1078,20,1423.34,-2.27,1421.07
1577,5/6/2017,Gloria Walsh 1109,7,Doreen Sulkye 1125,1,4.00,P1,1109,40,1347.78,23.24,1371.02,1125,40,1500.00,-23.24,1476.76
1578,5/6/2017,Gloria Walsh 1109,6,Nolan Tracey 1122,2,4.00,P1,1109,40,1371.02,17.10,1388.12,1122,40,1500.00,-17.10,1482.90
1579,5/6/2017,Gloria Walsh 1109,4,Bob Jones 1090,4,4.00,TIE,1109,40,1388.12,3.66,1391.78,1090,20,1452.44,-1.83,1450.61
1580,5/6/2017,Gloria Walsh 1109,6,Ezra Jantzi 1124,2,4.00,P1,1109,40,1391.78,16.04,1407.82,1124,40,1500.00,-16.04,1483.96
1581,5/6/2017,Gloria Walsh 1109,6,Peter Carter 1105,2,4.00,P1,1109,40,1407.82,5.93,1413.75,1105,20,1336.06,-2.96,1333.10
1582,5/6/2017,Gloria Walsh 1109,4,Dale Henry 1108,4,4.00,TIE,1109,40,1413.75,-2.20,1411.55,1108,40,1375.40,2.20,1377.60
1583,5/6/2017,Gloria Walsh 1109,4,Reid Tracey 1123,4,4.00,TIE,1109,40,1411.55,4.98,1416.53,1123,40,1500.00,-4.98,1495.02
1584,5/6/2017,Dale Henry 1108,6,Bob Jones 1090,2,4.00,P1,1108,40,1377.60,14.14,1391.74,1090,20,1450.61,-7.07,1443.54
1585,5/6/2017,Dale Henry 1108,8,Ezra Jantzi 1124,0,4.00,P1,1108,40,1391.74,25.19,1416.93,1124,40,1483.96,-25.19,1458.77
1586,5/6/2017,Dale Henry 1108,3,Peter Carter 1105,5,4.00,P2,1108,40,1416.93,-9.73,1407.20,1105,20,1333.10,4.87,1337.97
1587,5/6/2017,Dale Henry 1108,4,Reid Tracey 1123,4,4.00,TIE,1108,40,1407.20,4.95,1412.15,1123,40,1495.02,-4.95,1490.07
1588,5/6/2017,Dale Henry 1108,4,Reuben Jongsma 1083,4,4.00,TIE,1108,40,1412.15,3.98,1416.13,1083,20,1482.14,-1.99,1480.15
1589,5/6/2017,Dale Henry 1108,4,Cathy Kuepfer 1107,4,4.00,TIE,1108,40,1416.13,2.45,1418.58,1107,20,1458.87,-1.22,1457.65
1590,5/6/2017,Dale Henry 1108,2,Howard Martin 1078,6,4.00,P2,1108,40,1418.58,-9.86,1408.72,1078,20,1421.07,4.93,1426.00
1591,5/6/2017,Dale Henry 1108,5,Doreen Sulkye 1125,3,4.00,P1,1108,40,1408.72,8.87,1417.59,1125,40,1476.76,-8.87,1467.89
1592,5/6/2017,Dale Henry 1108,3,Nolan Tracey 1122,5,4.00,P2,1108,40,1417.59,-1.28,1416.31,1122,40,1482.90,1.28,1484.18
1593,5/6/2017,Bob Jones 1090,6,Reid Tracey 1123,2,4.00,P1,1090,20,1443.54,6.33,1449.87,1123,40,1490.07,-12.66,1477.41
1594,5/6/2017,Bob Jones 1090,3,Reuben Jongsma 1083,5,4.00,P2,1090,20,1449.87,-1.63,1448.24,1083,20,1480.15,1.63,1481.78
1595,5/6/2017,Bob Jones 1090,2,Cathy Kuepfer 1107,6,4.00,P2,1090,20,1448.24,-4.73,1443.51,1107,20,1457.65,4.73,1462.38
1596,5/6/2017,Bob Jones 1090,3,Howard Martin 1078,5,4.00,P2,1090,20,1443.51,-3.00,1440.51,1078,20,1426.00,3.00,1429.00
1597,5/6/2017,Bob Jones 1090,4,Doreen Sulkye 1125,4,4.00,TIE,1090,20,1440.51,0.79,1441.30,1125,40,1467.89,-1.57,1466.32
1598,5/6/2017,Bob Jones 1090,4,Nolan Tracey 1122,4,4.00,TIE,1090,20,1441.30,1.23,1442.53,1122,40,1484.18,-2.46,1481.72
1599,5/6/2017,Bob Jones 1090,4,Ezra Jantzi 1124,4,4.00,TIE,1090,20,1442.53,0.47,1443.00,1124,40,1458.77,-0.93,1457.84
1600,5/6/2017,Bob Jones 1090,8,Peter Carter 1105,0,4.00,P1,1090,20,1443.00,7.07,1450.07,1105,20,1337.97,-7.07,1330.90
1601,5/6/2017,Nolan Tracey 1122,8,Reid Tracey 1123,0,4.00,P1,1122,40,1481.72,19.75,1501.47,1123,40,1477.41,-19.75,1457.66
1602,5/6/2017,Nolan Tracey 1122,0,Reuben Jongsma 1083,8,4.00,P2,1122,40,1501.47,-21.13,1480.34,1083,20,1481.78,10.57,1492.35
1603,5/6/2017,Nolan Tracey 1122,4,Cathy Kuepfer 1107,4,4.00,TIE,1122,40,1480.34,-1.03,1479.31,1107,20,1462.38,0.52,1462.90
1604,5/6/2017,Nolan Tracey 1122,2,Howard Martin 1078,6,4.00,P2,1122,40,1479.31,-12.88,1466.43,1078,20,1429.00,6.44,1435.44
1605,5/6/2017,Nolan Tracey 1122,4,Doreen Sulkye 1125,4,4.00,TIE,1122,40,1466.43,-0.01,1466.42,1125,40,1466.32,0.01,1466.33
